legajo,nivel,titulo,colacion,promedio,promedio_lineal
42001,Grado,Ingeniero Industrial,43,,
41255,Grado,Ingeniero Electrónico,43,,
43181,Grado,Ingeniero Electrónico,43,,
43188,Grado,Ingeniero en Petróleo,43,,
43218,Grado,Ingeniero Electrónico,43,,
43220,Grado,Ingeniero en Petróleo,43,,
43210,Grado,Ingeniero Químico,43,,
43315,Grado,Ingeniero en Petróleo,43,,
43304,Grado,Ingeniero en Petróleo,43,,
41079,Grado,Ingeniero Industrial,43,,
42015,Grado,Ingeniero en Informática,43,,
43140,Grado,Ingeniero Electrónico,43,,
37105,Grado,Ingeniero Electrónico,43,,
42104,Grado,Ingeniero Electrónico,43,,
43297,Grado,Ingeniero Electrónico,43,,
41226,Grado,Ingeniero Electrónico,43,,
43285,Grado,Ingeniero en Informática,43,,
43058,Grado,Ingeniero Químico,43,,
42007,Grado,Ingeniero Químico,43,,
42296,Grado,Ingeniero en Informática,43,,
42165,Grado,Ingeniero en Informática,43,,
42234,Grado,Ingeniero en Informática,43,,
43113,Grado,Ingeniero Electrónico,43,,
43224,Grado,Ingeniero Electrónico,43,,
42238,Grado,Ingeniero Industrial,43,,
43062,Grado,Ingeniero Industrial,43,,
42262,Grado,Ingeniero Industrial,43,,
41059,Grado,Ingeniero Industrial,43,,
42329,Grado,Ingeniero en Informática,43,,
43269,Grado,Ingeniero Químico,43,,
43209,Grado,Ingeniero Industrial,43,,
42111,Grado,Ingeniero Industrial,43,,
37080,Grado,Ingeniero Electrónico,43,,
36096,Grado,Ingeniero Electrónico,43,,
42319,Grado,Ingeniero Mecánico,43,,
42285,Grado,Ingeniero Mecánico,43,,
44503,Grado,Lic.en Administración y Sistemas,43,,
39079,Grado,Ingeniero en Informática,43,,
38008,Grado,Ingeniero Industrial,43,,
41178,Grado,Ingeniero en Informática,43,,
36052,Grado,Ingeniero Industrial,43,,
42211,Grado,Ingeniero Industrial,43,,
42114,Grado,Ingeniero Industrial,43,,
42201,Grado,Ingeniero Industrial,43,,
42188,Grado,Ingeniero Industrial,43,,
41097,Grado,Ingeniero en Informática,43,,
42127,Grado,Ingeniero en Petróleo,43,,
41054,Grado,Ingeniero Electrónico,43,,
40231,Grado,Ingeniero en Informática,43,,
41042,Grado,Ingeniero en Informática,43,,
43259,Grado,Ingeniero Industrial,43,,
42002,Grado,Ingeniero Químico,43,,
37184,Grado,Ingeniero Industrial,43,,
43049,Grado,Ingeniero Químico,43,,
42014,Grado,Ingeniero Industrial,43,,
44516,Grado,Lic.en Administración y Sistemas,43,,
43263,Grado,Ingeniero en Informática,43,,
43275,Grado,Ingeniero Mecánico,43,,
44505,Grado,Lic.en Administración y Sistemas,43,,
44519,Grado,Lic.en Administración y Sistemas,43,,
44512,Grado,Lic.en Administración y Sistemas,43,,
44521,Grado,Lic.en Administración y Sistemas,43,,
43117,Grado,Ingeniero en Petróleo,43,,
44529,Grado,Lic.en Administración y Sistemas,43,,
44509,Grado,Lic.en Administración y Sistemas,43,,
42048,Grado,Ingeniero Industrial,43,,
42216,Grado,Ingeniero en Petróleo,43,,
41110,Grado,Ingeniero Mecánico,43,,
44522,Grado,Lic.en Administración y Sistemas,43,,
44523,Grado,Lic.en Administración y Sistemas,43,,
42257,Grado,Ingeniero Industrial,43,,
42059,Grado,Ingeniero Industrial,43,,
41253,Grado,Ingeniero Industrial,43,,
42009,Grado,Ingeniero Industrial,43,,
42006,Grado,Ingeniero Industrial,43,,
23076,Grado,Licenciado en Oceanografía,43,,
42265,Grado,Ingeniero Industrial,43,,
40015,Grado,Ingeniero Industrial,43,,
41103,Grado,Ingeniero Industrial,43,,
40187,Grado,Ingeniero Industrial,43,,
42255,Grado,Ingeniero Industrial,43,,
42141,Grado,Ingeniero Industrial,43,,
42072,Grado,Ingeniero Industrial,43,,
24078,Grado,Ingeniero Industrial,43,,
44513,Grado,Lic.en Administración y Sistemas,43,,
44518,Grado,Lic.en Administración y Sistemas,43,,
44504,Grado,Lic.en Administración y Sistemas,43,,
44501,Grado,Lic.en Administración y Sistemas,43,,
44502,Grado,Lic.en Administración y Sistemas,43,,
41237,Grado,Ingeniero Industrial,43,,
42080,Grado,Ingeniero Industrial,43,,
41203,Grado,Ingeniero Electrónico,43,,
41131,Grado,Ingeniero en Informática,43,,
42298,Grado,Ingeniero Industrial,43,,
42131,Grado,Ingeniero Industrial,43,,
42053,Grado,Ingeniero Industrial,43,,
41091,Grado,Ingeniero Industrial,43,,
45506,Grado,Ingeniero Químico,45,,
41105,Grado,Ingeniero Industrial,43,,
38229,Grado,Ingeniero Electrónico,43,,
42316,Grado,Ingeniero Industrial,43,,
40011,Grado,Ingeniero Electrónico,43,,
41095,Grado,Ingeniero Electrónico,43,,
40198,Grado,Ingeniero Industrial,43,,
42314,Grado,Ingeniero Industrial,43,,
42242,Grado,Ingeniero Industrial,42,,
40284,Grado,Ingeniero Industrial,42,,
39030,Grado,Ingeniero Industrial,42,,
41003,Grado,Ingeniero Mecánico,42,,
42139,Grado,Ingeniero Industrial,42,,
42155,Grado,Ingeniero Industrial,42,,
42184,Grado,Ingeniero Industrial,42,,
42297,Grado,Ingeniero Industrial,42,,
42309,Grado,Ingeniero Industrial,42,,
41189,Grado,Ingeniero Industrial,42,,
42259,Grado,Ingeniero Industrial,42,,
42273,Grado,Ingeniero Industrial,42,,
41257,Grado,Ingeniero Industrial,42,,
42031,Grado,Ingeniero Industrial,42,,
42323,Grado,Ingeniero en Petróleo,42,,
41096,Grado,Ingeniero en Petróleo,42,,
41099,Grado,Ingeniero en Petróleo,42,,
39040,Grado,Ingeniero en Petróleo,42,,
40018,Grado,Ingeniero Industrial,42,,
42180,Grado,Ingeniero Industrial,42,,
42289,Grado,Ingeniero Industrial,42,,
40190,Grado,Ingeniero Electrónico,42,,
37299,Grado,Ingeniero en Informática,42,,
41069,Grado,Ingeniero Industrial,42,,
42208,Grado,Ingeniero Industrial,42,,
42224,Grado,Ingeniero Mecánico,42,,
42299,Grado,Ingeniero Industrial,42,,
42132,Grado,Ingeniero Industrial,42,,
42090,Grado,Ingeniero Industrial,42,,
42024,Grado,Ingeniero Industrial,42,,
42108,Grado,Ingeniero Mecánico,42,,
41250,Grado,Ingeniero Mecánico,42,,
42121,Grado,Ingeniero Mecánico,42,,
42128,Grado,Ingeniero Químico,42,,
37304,Grado,Ingeniero Mecánico,42,,
19027,Grado,Ingeniero Industrial,42,,
42088,Grado,Ingeniero Químico,42,,
42151,Grado,Ingeniero Químico,42,,
41223,Grado,Ingeniero Químico,42,,
42194,Grado,Ingeniero en Informática,42,,
42112,Grado,Ingeniero en Informática,42,,
41018,Grado,Ingeniero en Informática,42,,
41064,Grado,Ingeniero Químico,42,,
41058,Grado,Ingeniero Industrial,42,,
41047,Grado,Ingeniero Industrial,42,,
38010,Grado,Ingeniero Industrial,42,,
39141,Grado,Ingeniero Mecánico,42,,
39053,Grado,Ingeniero Industrial,42,,
35163,Grado,Ingeniero Industrial,42,,
31144,Grado,Ingeniero Industrial,42,,
42122,Grado,Ingeniero Electrónico,42,,
42120,Grado,Ingeniero Industrial,42,,
42102,Grado,Ingeniero Electrónico,42,,
42251,Grado,Ingeniero Mecánico,42,,
42283,Grado,Ingeniero Industrial,42,,
42210,Grado,Ingeniero Electrónico,42,,
42213,Grado,Ingeniero Industrial,42,,
42034,Grado,Ingeniero Electrónico,42,,
41285,Grado,Ingeniero Industrial,42,,
42249,Grado,Ingeniero Industrial,42,,
42100,Grado,Ingeniero Industrial,42,,
42198,Grado,Ingeniero Industrial,42,,
42162,Grado,Ingeniero en Informática,42,,
42136,Grado,Ingeniero Químico,42,,
42277,Grado,Ingeniero en Informática,42,,
41211,Grado,Ingeniero Mecánico,42,,
41232,Grado,Ingeniero Químico,42,,
42045,Grado,Ingeniero en Informática,42,,
42003,Grado,Ingeniero Químico,42,,
39126,Grado,Ingeniero en Informática,42,,
39162,Grado,Ingeniero Mecánico,42,,
41264,Grado,Ingeniero Mecánico,42,,
41170,Grado,Ingeniero Industrial,42,,
40194,Grado,Ingeniero Electrónico,42,,
40212,Grado,Ingeniero Electrónico,42,,
42150,Grado,Ingeniero Electrónico,42,,
42157,Grado,Ingeniero Electrónico,42,,
42168,Grado,Ingeniero Electrónico,42,,
42313,Grado,Ingeniero Electrónico,42,,
41002,Grado,Ingeniero Mecánico,42,,
41027,Grado,Ingeniero Mecánico,42,,
40289,Grado,Ingeniero Electrónico,42,,
39173,Grado,Ingeniero Industrial,42,,
37189,Grado,Ingeniero Industrial,42,,
41181,Grado,Ingeniero Industrial,42,,
41261,Grado,Ingeniero Industrial,42,,
42077,Grado,Ingeniero Industrial,42,,
41267,Grado,Ingeniero Industrial,42,,
42192,Grado,Ingeniero Industrial,42,,
41147,Grado,Ingeniero Industrial,42,,
41146,Grado,Ingeniero en Informática,42,,
42267,Grado,Ingeniero en Informática,42,,
36202,Grado,Ingeniero Industrial,42,,
41116,Grado,Ingeniero Electrónico,42,,
37053,Grado,Ingeniero Industrial,42,,
40154,Grado,Ingeniero en Informática,42,,
42263,Grado,Ingeniero Químico,42,,
42276,Grado,Ingeniero Químico,42,,
40241,Grado,Ingeniero en Informática,42,,
39307,Grado,Ingeniero Industrial,42,,
39071,Grado,Ingeniero Mecánico,42,,
37177,Grado,Ingeniero Industrial,42,,
42081,Grado,Ingeniero Químico,42,,
42066,Grado,Ingeniero en Petróleo,42,,
38140,Grado,Ingeniero Mecánico,42,,
42305,Grado,Ingeniero en Informática,42,,
35251,Grado,Ingeniero Electrónico,42,,
41045,Grado,Ingeniero Químico,42,,
42017,Grado,Ingeniero Químico,42,,
42070,Grado,Ingeniero Químico,42,,
42166,Grado,Ingeniero Químico,42,,
42124,Grado,Ingeniero Químico,42,,
41033,Grado,Ingeniero Químico,42,,
41031,Grado,Ingeniero en Informática,42,,
42123,Grado,Ingeniero en Informática,42,,
42220,Grado,Ingeniero en Informática,42,,
36185,Grado,Ingeniero en Informática,42,,
39128,Grado,Ingeniero Electrónico,42,,
29123,Grado,Ingeniero Mecánico,42,,
38187,Grado,Ingeniero Mecánico,42,,
39139,Grado,Ingeniero Industrial,42,,
41066,Grado,Ingeniero Mecánico,42,,
40258,Grado,Ingeniero en Petróleo,42,,
40205,Grado,Ingeniero Mecánico,42,,
41168,Grado,Ingeniero Industrial,42,,
39027,Grado,Ingeniero Industrial,41,,
39209,Grado,Ingeniero Industrial,41,,
41107,Grado,Ingeniero Electrónico,41,,
40199,Grado,Ingeniero Industrial,42,,
40172,Grado,Ingeniero Electrónico,42,,
40163,Grado,Ingeniero Electrónico,42,,
41113,Grado,Ingeniero Electrónico,42,,
41129,Grado,Ingeniero Electrónico,42,,
41273,Grado,Ingeniero Industrial,41,,
41247,Grado,Ingeniero Industrial,41,,
41227,Grado,Ingeniero Industrial,41,,
40078,Grado,Ingeniero Industrial,41,,
41151,Grado,Ingeniero Industrial,41,,
41167,Grado,Ingeniero Industrial,41,,
41197,Grado,Ingeniero Industrial,41,,
41218,Grado,Ingeniero Industrial,41,,
41010,Grado,Ingeniero Industrial,41,,
41005,Grado,Ingeniero Industrial,41,,
40303,Grado,Ingeniero Químico,41,,
41034,Grado,Ingeniero Industrial,41,,
41041,Grado,Ingeniero Industrial,41,,
41050,Grado,Ingeniero Industrial,41,,
41053,Grado,Ingeniero Industrial,41,,
41219,Grado,Ingeniero Industrial,41,,
41179,Grado,Ingeniero Industrial,41,,
41158,Grado,Ingeniero Industrial,41,,
41115,Grado,Ingeniero Industrial,41,,
39022,Grado,Ingeniero Industrial,41,,
39003,Grado,Ingeniero Industrial,41,,
41231,Grado,Ingeniero Industrial,41,,
41234,Grado,Ingeniero Industrial,41,,
41265,Grado,Ingeniero Químico,41,,
41239,Grado,Ingeniero Industrial,41,,
41242,Grado,Ingeniero Industrial,41,,
41246,Grado,Ingeniero Industrial,41,,
40244,Grado,Ingeniero Industrial,41,,
40233,Grado,Ingeniero Industrial,41,,
40037,Grado,Ingeniero Industrial,41,,
40008,Grado,Ingeniero Industrial,41,,
40095,Grado,Ingeniero Industrial,41,,
40134,Grado,Ingeniero Industrial,41,,
36101,Grado,Ingeniero Industrial,41,,
39029,Grado,Ingeniero Industrial,41,,
39087,Grado,Ingeniero Industrial,41,,
39227,Grado,Ingeniero Industrial,41,,
39293,Grado,Ingeniero Industrial,41,,
41025,Grado,Ingeniero Industrial,41,,
40263,Grado,Ingeniero Industrial,41,,
40033,Grado,Ingeniero Químico,41,,
41283,Grado,Ingeniero Industrial,41,,
40265,Grado,Ingeniero Industrial,41,,
41229,Grado,Ingeniero Industrial,41,,
41014,Grado,Ingeniero Industrial,41,,
40272,Grado,Ingeniero Industrial,41,,
36286,Grado,Ingeniero Industrial,41,,
41188,Grado,Ingeniero Industrial,41,,
39167,Grado,Ingeniero Industrial,41,,
38134,Grado,Ingeniero Industrial,41,,
36233,Grado,Ingeniero Industrial,41,,
41251,Grado,Ingeniero Químico,41,,
41233,Grado,Ingeniero Industrial,41,,
41141,Grado,Ingeniero Industrial,41,,
41160,Grado,Ingeniero en Petróleo,41,,
41122,Grado,Ingeniero Industrial,41,,
41029,Grado,Ingeniero Electrónico,41,,
40307,Grado,Ingeniero Electrónico,41,,
40217,Grado,Ingeniero en Informática,41,,
40227,Grado,Ingeniero Mecánico,41,,
41240,Grado,Ingeniero en Petróleo,41,,
40164,Grado,Ingeniero Químico,41,,
40251,Grado,Ingeniero Electrónico,41,,
40036,Grado,Ingeniero en Petróleo,41,,
40304,Grado,Ingeniero Electrónico,41,,
41210,Grado,Ingeniero en Petróleo,41,,
41165,Grado,Ingeniero en Informática,41,,
41126,Grado,Ingeniero Químico,41,,
41074,Grado,Ingeniero en Informática,41,,
41028,Grado,Ingeniero en Informática,41,,
26044,Grado,Ingeniero Químico,41,,
34175,Grado,Ingeniero Industrial,41,,
39050,Grado,Ingeniero Industrial,41,,
40189,Grado,Ingeniero Químico,41,,
41262,Grado,Ingeniero en Informática,41,,
40083,Grado,Ingeniero Industrial,41,,
41011,Grado,Ingeniero Industrial,41,,
41172,Grado,Ingeniero Industrial,41,,
41271,Grado,Ingeniero Mecánico,41,,
41222,Grado,Ingeniero Electrónico,41,,
41174,Grado,Ingeniero Electrónico,41,,
41184,Grado,Ingeniero Electrónico,41,,
41162,Grado,Ingeniero Electrónico,41,,
41019,Grado,Ingeniero Electrónico,41,,
41108,Grado,Ingeniero Mecánico,41,,
41118,Grado,Ingeniero Mecánico,41,,
39039,Grado,Ingeniero Mecánico,41,,
41268,Grado,Ingeniero Mecánico,41,,
39077,Grado,Ingeniero Industrial,41,,
37267,Grado,Ingeniero Electrónico,41,,
41052,Grado,Ingeniero Químico,41,,
40077,Grado,Ingeniero Industrial,41,,
40059,Grado,Ingeniero en Informática,41,,
40082,Grado,Ingeniero en Informática,41,,
41078,Grado,Ingeniero Industrial,41,,
40291,Grado,Ingeniero Industrial,41,,
41039,Grado,Ingeniero Mecánico,41,,
41085,Grado,Ingeniero Industrial,41,,
41055,Grado,Ingeniero Industrial,41,,
41062,Grado,Ingeniero Industrial,41,,
40292,Grado,Ingeniero Electrónico,41,,
41017,Grado,Ingeniero Industrial,41,,
41149,Grado,Ingeniero Mecánico,41,,
41169,Grado,Ingeniero Industrial,41,,
41190,Grado,Ingeniero Industrial,41,,
40127,Grado,Ingeniero Industrial,41,,
40094,Grado,Ingeniero Industrial,41,,
40072,Grado,Ingeniero Industrial,41,,
40238,Grado,Ingeniero Industrial,41,,
41248,Grado,Ingeniero Mecánico,41,,
38140,Grado,Ingeniero Industrial,41,,
40188,Grado,Ingeniero en Informática,41,,
41134,Grado,Ingeniero Mecánico,41,,
41220,Grado,Ingeniero Mecánico,41,,
40128,Grado,Ingeniero Industrial,41,,
40196,Grado,Ingeniero en Petróleo,41,,
40274,Grado,Ingeniero Industrial,41,,
40012,Grado,Ingeniero Industrial,41,,
37228,Grado,Ingeniero Industrial,41,,
37246,Grado,Ingeniero Industrial,41,,
41089,Grado,Ingeniero Industrial,41,,
39245,Grado,Ingeniero Industrial,41,,
39021,Grado,Ingeniero Industrial,41,,
41132,Grado,Ingeniero Mecánico,41,,
41130,Grado,Ingeniero Industrial,41,,
41114,Grado,Ingeniero Industrial,41,,
41075,Grado,Ingeniero Industrial,41,,
41205,Grado,Ingeniero Industrial,41,,
39013,Grado,Ingeniero Industrial,41,,
41235,Grado,Ingeniero Industrial,41,,
40071,Grado,Ingeniero Electrónico,41,,
40069,Grado,Ingeniero en Informática,41,,
41281,Grado,Ingeniero Mecánico,41,,
40115,Grado,Ingeniero Industrial,41,,
41272,Grado,Ingeniero en Informática,41,,
41175,Grado,Ingeniero en Informática,41,,
39276,Grado,Ingeniero Industrial,41,,
36225,Grado,Ingeniero en Informática,41,,
41092,Grado,Ingeniero en Petróleo,41,,
40023,Grado,Ingeniero Industrial,41,,
41111,Grado,Ingeniero en Informática,41,,
40209,Grado,Ingeniero Industrial,41,,
40026,Grado,Ingeniero Químico,41,,
39114,Grado,Ingeniero Industrial,41,,
35214,Grado,Ingeniero Industrial,41,,
38110,Grado,Ingeniero Industrial,41,,
37241,Grado,Ingeniero Industrial,42,,
39014,Grado,Ingeniero Electrónico,41,,
35226,Grado,Ingeniero Mecánico,41,,
39210,Grado,Ingeniero Industrial,41,,
39183,Grado,Ingeniero Industrial,40,,
40088,Grado,Ingeniero Industrial,40,,
40052,Grado,Ingeniero Industrial,40,,
40017,Grado,Ingeniero Industrial,40,,
39297,Grado,Ingeniero Industrial,40,,
40215,Grado,Ingeniero Industrial,40,,
40276,Grado,Ingeniero Industrial,40,,
40139,Grado,Ingeniero Industrial,40,,
40264,Grado,Ingeniero Electrónico,40,,
40149,Grado,Ingeniero Industrial,40,,
40065,Grado,Ingeniero Industrial,40,,
39178,Grado,Ingeniero en Informática,40,,
40148,Grado,Ingeniero Electrónico,40,,
38048,Grado,Ingeniero Industrial,40,,
40025,Grado,Ingeniero Electrónico,40,,
40223,Grado,Ingeniero Electrónico,40,,
40275,Grado,Ingeniero Electrónico,40,,
38103,Grado,Ingeniero Mecánico,40,,
40153,Grado,Ingeniero Electrónico,40,,
40169,Grado,Ingeniero Industrial,40,,
40107,Grado,Ingeniero Electrónico,40,,
39097,Grado,Ingeniero Electrónico,40,,
33103,Grado,Ingeniero Electrónico,40,,
39008,Grado,Ingeniero Industrial,40,,
38215,Grado,Ingeniero Químico,41,,
39147,Grado,Ingeniero Electrónico,40,,
38139,Grado,Ingeniero Electrónico,40,,
39046,Grado,Ingeniero Electrónico,40,,
40054,Grado,Ingeniero Industrial,40,,
40286,Grado,Ingeniero Electrónico,40,,
40277,Grado,Ingeniero Electrónico,40,,
40279,Grado,Ingeniero Electrónico,40,,
40224,Grado,Ingeniero Electrónico,40,,
40221,Grado,Ingeniero Industrial,40,,
40243,Grado,Ingeniero Industrial,40,,
40293,Grado,Ingeniero Industrial,40,,
40301,Grado,Ingeniero Industrial,40,,
40290,Grado,Ingeniero Industrial,40,,
40050,Grado,Ingeniero Industrial,40,,
40064,Grado,Ingeniero Mecánico,40,,
40114,Grado,Ingeniero Industrial,40,,
40174,Grado,Ingeniero Industrial,40,,
40177,Grado,Ingeniero Químico,40,,
40162,Grado,Ingeniero Químico,40,,
40144,Grado,Ingeniero Industrial,40,,
40130,Grado,Ingeniero Industrial,40,,
40138,Grado,Ingeniero Industrial,40,,
39182,Grado,Ingeniero Industrial,40,,
40140,Grado,Ingeniero Químico,40,,
40126,Grado,Ingeniero Industrial,40,,
40161,Grado,Ingeniero Industrial,40,,
40058,Grado,Ingeniero Industrial,40,,
40314,Grado,Ingeniero Industrial,40,,
40288,Grado,Ingeniero Industrial,40,,
40237,Grado,Ingeniero Industrial,40,,
40208,Grado,Ingeniero Industrial,40,,
38200,Grado,Ingeniero Industrial,40,,
39115,Grado,Ingeniero Industrial,40,,
39117,Grado,Ingeniero Industrial,40,,
39159,Grado,Ingeniero Mecánico,40,,
39040,Grado,Ingeniero Industrial,40,,
39211,Grado,Ingeniero en Informática,40,,
39199,Grado,Ingeniero Mecánico,40,,
38211,Grado,Ingeniero Industrial,40,,
40203,Grado,Ingeniero Industrial,40,,
40281,Grado,Ingeniero Mecánico,40,,
40308,Grado,Ingeniero Industrial,40,,
40021,Grado,Ingeniero en Informática,40,,
37110,Grado,Ingeniero Industrial,40,,
40005,Grado,Ingeniero Industrial,40,,
38047,Grado,Ingeniero Industrial,40,,
40061,Grado,Ingeniero Industrial,40,,
40117,Grado,Ingeniero en Informática,40,,
40110,Grado,Ingeniero Industrial,40,,
40112,Grado,Ingeniero Industrial,40,,
40158,Grado,Ingeniero Mecánico,40,,
40156,Grado,Ingeniero Industrial,40,,
40132,Grado,Ingeniero Industrial,40,,
40125,Grado,Ingeniero Industrial,40,,
40180,Grado,Ingeniero Industrial,40,,
40185,Grado,Ingeniero Industrial,40,,
40192,Grado,Ingeniero Industrial,40,,
40116,Grado,Ingeniero Químico,40,,
40090,Grado,Ingeniero Industrial,40,,
40074,Grado,Ingeniero Industrial,40,,
40031,Grado,Ingeniero Industrial,40,,
39253,Grado,Ingeniero Industrial,40,,
40280,Grado,Ingeniero Industrial,40,,
40204,Grado,Ingeniero Industrial,40,,
39085,Grado,Ingeniero Industrial,40,,
39196,Grado,Ingeniero Industrial,40,,
28010,Grado,Ingeniero Electrónico,40,,
40197,Grado,Ingeniero Electrónico,40,,
40246,Grado,Ingeniero Electrónico,40,,
40254,Grado,Ingeniero Electrónico,40,,
40200,Grado,Ingeniero Electrónico,40,,
40170,Grado,Ingeniero Industrial,40,,
40121,Grado,Ingeniero Químico,40,,
40049,Grado,Ingeniero Químico,40,,
40062,Grado,Ingeniero Químico,40,,
40285,Grado,Ingeniero Químico,40,,
40313,Grado,Ingeniero Químico,40,,
38189,Grado,Ingeniero Químico,40,,
41282,Grado,Ingeniero Industrial,40,,
39084,Grado,Ingeniero en Informática,40,,
40010,Grado,Ingeniero Químico,40,,
40129,Grado,Ingeniero Químico,40,,
39071,Grado,Ingeniero Industrial,40,,
40257,Grado,Ingeniero Electrónico,40,,
40222,Grado,Ingeniero en Informática,40,,
39041,Grado,Ingeniero en Informática,40,,
39101,Grado,Ingeniero en Informática,40,,
40105,Grado,Ingeniero Mecánico,40,,
40167,Grado,Ingeniero Industrial,40,,
40035,Grado,Ingeniero Industrial,40,,
40248,Grado,Ingeniero Industrial,40,,
37297,Grado,Ingeniero Industrial,40,,
39197,Grado,Ingeniero Industrial,40,,
40213,Grado,Ingeniero Industrial,40,,
40097,Grado,Ingeniero Industrial,40,,
40098,Grado,Ingeniero Industrial,40,,
40100,Grado,Ingeniero Industrial,40,,
40040,Grado,Ingeniero Mecánico,40,,
40048,Grado,Ingeniero Industrial,40,,
37318,Grado,Ingeniero Mecánico,40,,
38039,Grado,Ingeniero Industrial,40,,
40302,Grado,Ingeniero Industrial,40,,
40182,Grado,Ingeniero Industrial,40,,
40047,Grado,Ingeniero en Informática,40,,
40070,Grado,Ingeniero en Informática,40,,
40103,Grado,Ingeniero Industrial,40,,
40119,Grado,Ingeniero Industrial,40,,
40108,Grado,Ingeniero Industrial,40,,
40294,Grado,Ingeniero Industrial,40,,
40296,Grado,Ingeniero Industrial,40,,
40311,Grado,Ingeniero en Informática,40,,
39201,Grado,Ingeniero Industrial,40,,
39272,Grado,Ingeniero Industrial,40,,
40219,Grado,Ingeniero Industrial,40,,
38227,Grado,Ingeniero Industrial,40,,
23012,Grado,Licenciado en Oceanografía,41,,
39059,Grado,Ingeniero en Informática,40,,
40009,Grado,Ingeniero en Informática,40,,
40218,Grado,Ingeniero en Informática,40,,
40027,Grado,Ingeniero en Informática,40,,
40085,Grado,Ingeniero Industrial,40,,
40092,Grado,Ingeniero Industrial,40,,
40051,Grado,Ingeniero Industrial,40,,
40137,Grado,Ingeniero Industrial,40,,
39292,Grado,Ingeniero Industrial,40,,
39163,Grado,Ingeniero Industrial,40,,
39045,Grado,Ingeniero Mecánico,40,,
39096,Grado,Ingeniero Industrial,40,,
39160,Grado,Ingeniero Químico,40,,
32003,Grado,Ingeniero Químico,40,,
40283,Grado,Ingeniero Químico,40,,
40075,Grado,Ingeniero Químico,40,,
40143,Grado,Ingeniero Industrial,40,,
36005,Grado,Ingeniero en Petróleo,40,,
40028,Grado,Ingeniero en Informática,40,,
39252,Grado,Ingeniero Industrial,40,,
40046,Grado,Ingeniero Industrial,40,,
40255,Grado,Ingeniero Industrial,40,,
40249,Grado,Ingeniero en Petróleo,40,,
40228,Grado,Ingeniero Químico,40,,
39212,Grado,Ingeniero Electrónico,40,,
40079,Grado,Ingeniero Industrial,40,,
39012,Grado,Ingeniero Electrónico,40,,
39142,Grado,Ingeniero Industrial,40,,
40266,Grado,Ingeniero Industrial,40,,
37265,Grado,Ingeniero Electrónico,40,,
37209,Grado,Ingeniero Industrial,40,,
39105,Grado,Ingeniero Electrónico,40,,
40022,Grado,Ingeniero en Informática,40,,
40240,Grado,Ingeniero Químico,40,,
40123,Grado,Ingeniero Químico,40,,
40157,Grado,Ingeniero Industrial,40,,
38235,Grado,Ingeniero Industrial,40,,
40268,Grado,Ingeniero Industrial,40,,
40216,Grado,Ingeniero Industrial,40,,
39290,Grado,Ingeniero Industrial,40,,
39020,Grado,Ingeniero Industrial,40,,
22028,Grado,Ingeniero Mecánico,40,,
40045,Grado,Ingeniero Industrial,40,,
33024,Grado,Ingeniero Industrial,40,,
39217,Grado,Ingeniero Industrial,40,,
38063,Grado,Ingeniero Industrial,40,,
39151,Grado,Ingeniero en Informática,40,,
38141,Grado,Ingeniero en Informática,40,,
39283,Grado,Ingeniero Industrial,40,,
39302,Grado,Ingeniero Industrial,39,,
39164,Grado,Ingeniero Industrial,39,,
38038,Grado,Ingeniero Industrial,39,,
39165,Grado,Ingeniero Electrónico,39,,
39016,Grado,Ingeniero Industrial,39,,
32137,Grado,Ingeniero Electrónico,39,,
38217,Grado,Ingeniero Industrial,39,,
38129,Grado,Ingeniero Industrial,39,,
38176,Grado,Ingeniero Mecánico,39,,
39010,Grado,Ingeniero Mecánico,39,,
38202,Grado,Ingeniero en Informática,39,,
39023,Grado,Ingeniero Industrial,39,,
39157,Grado,Ingeniero Industrial,39,,
39152,Grado,Ingeniero Industrial,39,,
39137,Grado,Ingeniero Industrial,39,,
38147,Grado,Ingeniero Industrial,39,,
39004,Grado,Ingeniero Industrial,39,,
39006,Grado,Ingeniero Industrial,39,,
39009,Grado,Ingeniero Industrial,39,,
36084,Grado,Ingeniero Industrial,39,,
37257,Grado,Ingeniero Industrial,39,,
38072,Grado,Ingeniero Industrial,39,,
39200,Grado,Ingeniero Industrial,39,,
39233,Grado,Ingeniero Industrial,39,,
39237,Grado,Ingeniero Industrial,39,,
39218,Grado,Ingeniero Industrial,39,,
39286,Grado,Ingeniero Industrial,39,,
38241,Grado,Ingeniero Industrial,39,,
37058,Grado,Ingeniero Industrial,39,,
37093,Grado,Ingeniero Industrial,39,,
39230,Grado,Ingeniero Industrial,39,,
39068,Grado,Ingeniero Industrial,39,,
38203,Grado,Ingeniero Industrial,39,,
38160,Grado,Ingeniero Industrial,39,,
38165,Grado,Ingeniero Industrial,39,,
38112,Grado,Ingeniero Industrial,39,,
38233,Grado,Ingeniero Industrial,39,,
38222,Grado,Ingeniero Industrial,39,,
39058,Grado,Ingeniero Industrial,39,,
39067,Grado,Ingeniero Industrial,39,,
39093,Grado,Ingeniero Industrial,39,,
39133,Grado,Ingeniero Industrial,39,,
32157,Grado,Ingeniero Industrial,39,,
34184,Grado,Ingeniero Industrial,39,,
39221,Grado,Ingeniero Industrial,39,,
39248,Grado,Ingeniero Industrial,39,,
39170,Grado,Ingeniero Industrial,39,,
39177,Grado,Ingeniero Industrial,39,,
